official_parcel_id,pin14,total_permits,residential_growth_permits,commercial_activity_permits,redevelopment_signal_permits,demolition_permits,high_value_permits,major_value_permits,total_permit_amount,first_permit_date,latest_permit_date,active_year_count,dominant_permit_segment,dominant_growth_signal,permit_signal_score_max,permit_signal_score_avg,current_activity_status
CFS-PARCEL-0149741426,46905708090000,12,4,3,0,0,7,7,50282450.33,2011-03-31,2025-07-25,5,administrative_or_unknown,major_growth,100.0,62.33,active_construction
CFS-PARCEL-0149735896,46806495590000,12,4,1,1,0,8,3,12222843.73,2017-08-02,2023-01-24,6,administrative_or_unknown,major_growth,100.0,57.75,unknown
CFS-PARCEL-0149728449,45982810130000,12,7,3,1,1,3,2,6885668.83,2008-02-01,2025-05-20,8,residential_growth,major_growth,100.0,75.92,active_construction
CFS-PARCEL-0149776844,55555161510000,12,3,1,0,6,5,4,3728900.0,2016-09-22,2022-10-12,5,demolition,redevelopment_signal,100.0,61.67,active_construction
CFS-PARCEL-0149726808,45897491730000,12,8,3,0,1,4,2,2687825.0,2009-01-01,2025-12-08,4,residential_growth,major_growth,100.0,80.83,active_construction
CFS-PARCEL-0149735746,46806049020000,12,6,3,2,0,3,3,1894533.0,2008-04-01,2022-09-16,8,residential_growth,major_growth,100.0,71.17,active_construction
CFS-PARCEL-0149804453,56205758410000,12,4,3,2,1,3,1,1638750.0,2010-07-08,2024-05-02,10,residential_growth,major_growth,100.0,69.17,completed_historical
CFS-PARCEL-0149811694,56224251290000,11,7,1,1,0,1,1,36177458.0,2008-03-01,2024-12-03,4,residential_growth,major_growth,100.0,60.45,completed_historical
CFS-PARCEL-0149803148,56146088720001,11,1,7,1,0,9,2,7736515.0,2013-12-13,2025-01-21,9,commercial_activity,major_growth,100.0,79.55,completed_historical
CFS-PARCEL-0149749222,55078667140000,11,3,5,2,0,4,2,4427115.0,2011-06-17,2024-12-12,7,commercial_activity,major_growth,100.0,74.55,active_construction
CFS-PARCEL-0149734624,46803324860000,11,10,1,0,0,9,1,2685751.83,2025-08-15,2025-10-15,1,residential_growth,major_growth,100.0,93.27,active_construction
CFS-PARCEL-0149805705,56208785080000,10,2,7,0,1,6,1,28074895.0,2020-12-08,2025-06-12,6,commercial_activity,major_growth,100.0,81.2,completed_historical
CFS-PARCEL-0149784549,56018447400000,10,2,6,0,1,6,5,24969904.0,2016-09-13,2025-12-11,5,commercial_activity,major_growth,100.0,77.2,recently_issued
CFS-PARCEL-0149785044,56020084910000,10,0,4,1,2,6,5,20555220.0,2018-06-08,2025-10-29,6,commercial_activity,major_growth,100.0,67.3,completed_historical
CFS-PARCEL-0149740870,46904306160000,10,2,6,1,0,4,2,17635893.0,2023-01-18,2024-05-02,2,commercial_activity,major_growth,100.0,78.9,active_construction
CFS-PARCEL-0149803885,56204434980000,10,2,4,3,0,3,2,6666478.0,2020-08-05,2025-07-03,5,commercial_activity,major_growth,100.0,74.9,completed_historical
CFS-PARCEL-0149826984,56702395090000,10,1,3,3,0,2,1,2305753.86,2017-03-23,2024-02-19,5,commercial_activity,major_growth,100.0,61.7,active_construction
CFS-PARCEL-0149805752,56208212260000,10,7,2,0,1,8,0,2201667.0,2017-08-21,2025-10-31,3,residential_growth,major_growth,100.0,92.8,active_construction
CFS-PARCEL-0149812195,56226733100000,10,5,3,1,0,3,1,1891153.0,2003-04-01,2024-08-02,9,residential_growth,major_growth,100.0,71.5,active_construction
CFS-PARCEL-0149812196,56226733100000,10,5,3,1,0,3,1,1891153.0,2003-04-01,2024-08-02,9,residential_growth,major_growth,100.0,71.5,active_construction
CFS-PARCEL-0149808530,56214025350000,10,5,2,2,0,4,2,1581465.0,2009-01-01,2025-07-01,8,residential_growth,major_growth,100.0,75.6,completed_historical
CFS-PARCEL-0149820784,56230021240000,10,1,6,1,2,4,2,1545029.0,2011-08-09,2025-04-17,6,commercial_activity,major_growth,100.0,76.3,completed_historical
CFS-PARCEL-0149727653,45995270340000,10,3,2,0,1,4,1,1465867.24,2006-09-01,2025-06-30,8,administrative_or_unknown,major_growth,100.0,55.4,completed_historical
CFS-PARCEL-0149784286,56014252270000,9,4,4,1,0,7,3,28171492.0,2012-03-12,2025-01-06,5,commercial_activity,major_growth,100.0,86.11,active_construction
CFS-PARCEL-0149762386,55274280380000,9,6,1,0,0,8,8,14463000.0,2022-07-28,2022-12-07,1,residential_growth,major_growth,100.0,84.0,active_construction
CFS-PARCEL-0149808607,56214651550000,9,3,1,0,2,2,1,11993922.0,2010-09-03,2025-05-05,8,residential_growth,unknown,100.0,54.89,active_construction
CFS-PARCEL-0149735819,46807566840000,9,2,6,0,0,8,4,9927886.0,2016-02-03,2023-09-18,3,commercial_activity,major_growth,100.0,84.89,active_construction
CFS-PARCEL-0149803298,56203431470000,9,1,3,2,2,2,1,6337448.0,2003-07-01,2025-06-19,6,commercial_activity,redevelopment_signal,100.0,67.33,completed_historical
CFS-PARCEL-0149783143,56010964230000,9,4,3,1,0,2,2,5617894.8,2006-06-01,2025-01-29,5,residential_growth,major_growth,100.0,67.89,completed_historical
CFS-PARCEL-0149790125,56109576190000,9,7,2,0,0,4,3,4069310.0,2023-06-14,2024-12-18,2,residential_growth,major_growth,100.0,83.33,completed_historical
CFS-PARCEL-0149733353,46735613280000,9,1,3,0,1,5,3,3122000.0,2016-09-09,2025-09-16,6,commercial_activity,major_growth,100.0,57.33,active_construction
CFS-PARCEL-0149745158,55061209020000,9,2,7,0,0,5,1,2192683.0,2022-07-25,2023-09-12,2,commercial_activity,major_growth,100.0,86.44,active_construction
CFS-PARCEL-0149745159,55061209020000,9,2,7,0,0,5,1,2192683.0,2022-07-25,2023-09-12,2,commercial_activity,major_growth,100.0,86.44,active_construction
CFS-PARCEL-0149807214,56212074070000,9,2,2,0,5,2,2,1214550.0,2023-05-11,2025-10-30,2,demolition,redevelopment_signal,100.0,69.33,active_construction
CFS-PARCEL-0149826714,56701779360000,9,3,2,1,2,1,1,1011964.0,2003-06-01,2024-07-03,5,residential_growth,major_growth,100.0,65.44,completed_historical
CFS-PARCEL-0149826715,56701779360000,9,3,2,1,2,1,1,1011964.0,2003-06-01,2024-07-03,5,residential_growth,major_growth,100.0,65.44,completed_historical
CFS-PARCEL-0149826731,56701779360000,9,3,2,1,2,1,1,1011964.0,2003-06-01,2024-07-03,5,residential_growth,major_growth,100.0,65.44,completed_historical
CFS-PARCEL-0149791319,56108128310000,9,3,1,3,2,2,0,659697.0,2009-03-01,2022-07-14,4,residential_growth,redevelopment_signal,100.0,72.11,active_construction
CFS-PARCEL-0149749356,55079718340000,9,5,3,1,0,2,0,337456.5,2007-12-01,2022-09-13,5,residential_growth,major_growth,100.0,74.78,active_construction
CFS-PARCEL-0149749357,55079718340000,9,5,3,1,0,2,0,337456.5,2007-12-01,2022-09-13,5,residential_growth,major_growth,100.0,74.78,active_construction
CFS-PARCEL-0149752688,55097668820000,8,3,5,0,0,5,2,14203630.0,2024-12-18,2025-12-15,2,commercial_activity,major_growth,100.0,92.75,active_construction
CFS-PARCEL-0149726262,45894378180000,8,5,2,0,0,4,3,8387500.0,2024-06-14,2025-07-29,2,residential_growth,major_growth,100.0,78.75,recently_issued
CFS-PARCEL-0149793477,56023847880000,8,4,4,0,0,2,2,3702092.0,2025-06-18,2025-12-12,1,residential_growth,major_growth,100.0,81.5,active_construction
CFS-PARCEL-0149726619,45899200440000,8,3,3,1,0,3,1,2588676.0,2008-07-01,2025-07-30,6,commercial_activity,major_growth,100.0,74.38,active_construction
CFS-PARCEL-0149727308,45982809390000,8,3,3,2,0,4,1,2234460.0,2004-05-01,2025-02-18,6,commercial_activity,major_growth,100.0,83.0,active_construction
CFS-PARCEL-0149735918,46807003990000,8,5,1,1,0,2,1,2193479.0,2004-03-01,2024-12-09,8,residential_growth,major_growth,100.0,69.38,active_construction
CFS-PARCEL-0149817756,56300052580000,8,3,3,1,0,6,2,1952865.0,2020-06-26,2025-01-23,5,residential_growth,major_growth,100.0,79.13,recently_issued
CFS-PARCEL-0149826108,56605607490000,8,3,2,0,3,1,0,383182.0,2022-08-22,2025-01-13,3,residential_growth,major_growth,100.0,72.5,active_construction
CFS-PARCEL-0149784301,56015728890000,8,2,5,1,0,1,0,246650.0,2013-02-06,2024-12-11,4,commercial_activity,moderate_activity,100.0,72.63,active_construction
CFS-PARCEL-0149784339,56015728890000,8,2,5,1,0,1,0,246650.0,2013-02-06,2024-12-11,4,commercial_activity,moderate_activity,100.0,72.63,active_construction
CFS-PARCEL-0149735747,46806152280000,8,5,2,1,0,1,0,202343.0,2006-12-01,2023-09-08,7,residential_growth,major_growth,100.0,73.13,active_construction
CFS-PARCEL-0149740648,46900635500000,7,2,3,0,0,5,4,16222824.0,2014-12-02,2024-10-25,4,commercial_activity,major_growth,100.0,71.71,active_construction
CFS-PARCEL-0149728602,45993001290000,7,2,3,2,0,2,2,15448312.0,2024-03-11,2025-05-23,2,commercial_activity,major_growth,100.0,81.14,active_construction
CFS-PARCEL-0149742089,46919176540000,7,3,4,0,0,3,3,12462740.0,2023-11-02,2024-09-19,2,commercial_activity,major_growth,100.0,87.14,active_construction
CFS-PARCEL-0149784008,56011243110000,7,2,2,0,3,1,1,5391957.0,2023-07-31,2024-09-27,2,demolition,redevelopment_signal,100.0,68.29,active_construction
CFS-PARCEL-0149784009,56011243110000,7,2,2,0,3,1,1,5391957.0,2023-07-31,2024-09-27,2,demolition,redevelopment_signal,100.0,68.29,active_construction
CFS-PARCEL-0149783635,56010806010000,7,5,2,0,0,5,4,5314307.0,2006-07-01,2024-06-06,4,residential_growth,major_growth,100.0,92.0,active_construction
CFS-PARCEL-0149748239,46815973980000,7,4,2,0,0,4,3,5194819.9,2021-05-18,2025-01-23,5,residential_growth,major_growth,100.0,78.57,completed_historical
CFS-PARCEL-0149790033,56106166520000,7,2,1,1,0,3,1,4302524.0,2011-11-21,2022-07-29,3,administrative_or_unknown,unknown,100.0,52.71,active_construction
CFS-PARCEL-0149727488,45989396020000,7,0,2,0,3,3,2,3632735.91,2015-08-25,2025-07-23,3,demolition,redevelopment_signal,100.0,63.71,completed_historical
CFS-PARCEL-0149783946,56013030670000,7,4,3,0,0,3,2,2355484.0,2012-04-19,2023-09-19,2,residential_growth,major_growth,100.0,83.43,active_construction
CFS-PARCEL-0149726170,45892802850000,7,0,7,0,0,5,2,2346500.0,2024-09-06,2025-05-13,2,commercial_activity,major_growth,100.0,89.71,active_construction
CFS-PARCEL-0149808373,56211917880000,7,2,2,0,1,2,1,2189600.0,2010-10-12,2023-02-07,4,residential_growth,major_growth,100.0,62.29,active_construction
CFS-PARCEL-0149758473,55187496190000,7,4,2,1,0,3,2,1624054.0,2023-06-16,2025-06-05,3,residential_growth,major_growth,100.0,85.86,active_construction
CFS-PARCEL-0149802582,56145072260000,7,1,1,1,0,5,1,1568232.0,2017-10-30,2024-06-18,4,administrative_or_unknown,unknown,100.0,52.71,completed_historical
CFS-PARCEL-0149771581,55276018700000,7,0,3,0,0,3,1,1522698.0,2011-09-30,2023-12-20,5,commercial_activity,major_growth,100.0,64.0,completed_historical
CFS-PARCEL-0149811533,56224905540000,7,3,1,0,3,1,1,1521500.0,2019-02-19,2025-07-01,4,residential_growth,major_growth,100.0,70.86,completed_historical
CFS-PARCEL-0149727360,45991026210000,7,3,1,2,0,2,1,1178190.0,2005-04-01,2024-08-09,7,residential_growth,major_growth,100.0,68.29,completed_historical
CFS-PARCEL-0149827028,56703946940000,7,3,1,2,0,1,1,1129707.0,2014-05-22,2020-01-06,5,residential_growth,major_growth,100.0,68.29,no_recent_activity
CFS-PARCEL-0149755075,55171713120103,7,1,4,2,0,1,1,779644.0,2013-04-30,2025-10-01,4,commercial_activity,moderate_activity,100.0,73.71,completed_historical
CFS-PARCEL-0149755076,55171713120103,7,1,4,2,0,1,1,779644.0,2013-04-30,2025-10-01,4,commercial_activity,moderate_activity,100.0,73.71,completed_historical
CFS-PARCEL-0149754387,55063300540000,7,2,2,2,0,1,1,775000.0,2013-07-29,2025-05-30,6,commercial_activity,major_growth,100.0,70.57,completed_historical
CFS-PARCEL-0149810204,56217983380000,7,5,1,0,0,3,1,745000.0,2012-05-14,2024-02-09,4,residential_growth,major_growth,100.0,73.43,active_construction
CFS-PARCEL-0149820930,56336874780000,6,0,3,1,0,4,4,33554498.0,2021-09-07,2025-10-22,3,commercial_activity,major_growth,100.0,74.5,active_construction
CFS-PARCEL-0149802661,56145145560000,6,1,2,1,0,3,3,29682000.0,2014-07-24,2024-09-18,5,commercial_activity,major_growth,100.0,64.83,completed_historical
CFS-PARCEL-0149772044,55393666570000,6,3,1,0,1,2,2,14526630.0,2017-10-17,2025-10-16,3,residential_growth,major_growth,100.0,70.67,completed_historical
CFS-PARCEL-0149805985,56208798140000,6,3,1,2,0,2,1,14254076.0,2011-11-15,2025-01-15,5,residential_growth,major_growth,100.0,79.0,active_construction
CFS-PARCEL-0149727765,45993155790000,6,2,4,0,0,2,2,13393448.0,2025-07-24,2025-08-19,1,commercial_activity,moderate_activity,100.0,85.33,active_construction
CFS-PARCEL-0149820198,56317103210000,6,2,4,0,0,3,2,10731000.0,2009-09-01,2025-12-19,5,commercial_activity,major_growth,100.0,83.67,recently_issued
CFS-PARCEL-0149784565,56017130570000,6,3,2,0,0,4,4,6630862.0,2014-10-30,2023-01-17,3,residential_growth,major_growth,100.0,75.33,active_construction
CFS-PARCEL-0149735674,46806159270000,6,1,2,2,0,1,1,4365897.0,2007-08-01,2025-06-05,5,commercial_activity,major_growth,100.0,60.0,active_construction
CFS-PARCEL-0149744674,55061220480000,6,1,5,0,0,4,2,3249925.0,2020-07-13,2025-01-14,4,commercial_activity,major_growth,100.0,88.33,active_construction
CFS-PARCEL-0149744675,55061220480000,6,1,5,0,0,4,2,3249925.0,2020-07-13,2025-01-14,4,commercial_activity,major_growth,100.0,88.33,active_construction
CFS-PARCEL-0149801199,56119458230000,6,4,2,0,0,3,3,2969600.0,2010-12-01,2022-07-06,2,residential_growth,major_growth,100.0,84.67,active_construction
CFS-PARCEL-0149783597,56010361920000,6,2,4,0,0,4,1,2146467.0,2021-01-19,2023-02-24,2,commercial_activity,major_growth,100.0,84.67,active_construction
CFS-PARCEL-0149741897,46917728160000,6,3,3,0,0,4,2,2100769.0,2024-11-18,2025-02-26,2,residential_growth,major_growth,100.0,89.33,completed_historical
CFS-PARCEL-0149735334,46735638560000,6,5,1,0,0,3,3,1964000.0,2012-12-13,2019-09-25,3,residential_growth,major_growth,100.0,83.0,no_recent_activity
